session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,src_bytes,dst_bytes,traffic_volume,packet_rate,error_rate,syn_flag_count,session_count,attack_detected
2306,14655,udp,5,1972,1,15,4,Edge,0,583,14443,15026,197.55227083988993,0.038264137,19,18,0
2307,7574,udp,3,649,1,60,3,Chrome,1,32611,78862,111473,300.1063999436545,0.4731792664363458,24,6,1
2308,4757,icmp,6,97,1,62,1,Safari,0,53567,90615,144182,51.19220422647846,0.8863285183545248,36,30,0
2309,15718,tcp,9,1868,1,25,5,Safari,0,9235,23886,33121,143.9724944665407,0.37550297175985214,41,36,1
2310,9183,icmp,2,1949,1,60,2,Safari,0,87085,97039,184124,92.14835493386119,0.3709972217403976,28,35,0
2311,2738,tcp,8,677,1,83,2,Edge,0,59079,73819,132898,265.0989374781876,0.7649111764105806,42,28,0
2312,10765,icmp,4,1577,1,37,4,Safari,0,95181,64174,159355,128.54449474075489,0.21175365986218464,31,27,0
2313,18302,udp,4,376,1,19,2,Edge,1,65573,52199,117772,344.35183551486784,0.6656617646652916,30,5,0
2314,4530,tcp,2,1711,1,16,1,Firefox,0,53938,51164,105102,55.81423789387229,0.1568749613398277,41,12,0
2315,7457,tcp,1,197,1,16,3,Safari,0,67339,30840,98179,447.0447122265604,0.9054871445455516,13,4,0
2316,7384,udp,4,1704,1,68,4,Safari,0,56971,94879,151850,347.4748214568977,0.5736200047803592,8,37,0
2317,8973,icmp,7,1453,1,42,0,Firefox,0,3748,18282,22030,414.70504475571164,0.9390454629271628,37,30,0
2318,14392,tcp,2,1897,1,41,3,Chrome,0,94878,77930,172808,181.90200622594003,0.23709099852815518,12,36,0
2319,12061,icmp,0,1747,1,91,5,Chrome,1,36974,92494,129468,26.892985095712614,0.6188635457936518,15,6,1
2320,15731,icmp,0,851,0,66,5,Chrome,0,86569,44126,130695,19.52518606668601,0.17220113234105627,45,6,1
2321,16881,icmp,4,1831,0,47,4,Firefox,0,56765,85053,141818,269.31900220183405,0.31818338137891045,45,29,0
2322,2320,tcp,6,200,1,4,0,Firefox,0,23483,90447,113930,241.29845394891132,0.9831681690835341,43,34,0
2323,3938,tcp,5,865,1,69,0,Edge,1,89640,52509,142149,264.3996144,0.7099292443056809,14,17,1
2324,457,udp,1,274,0,11,0,Safari,0,28001,66697,94698,241.0549091,0.4715068028122663,25,27,0
2325,6864,icmp,9,650,1,71,4,Chrome,0,51222,92157,143379,167.3591862833253,0.15929672121390048,48,36,0
2326,19421,tcp,5,304,1,52,2,Chrome,0,3025,92408,95433,73.66932907334385,0.4231992340532287,11,34,0
2327,15293,icmp,9,505,1,8,1,Firefox,1,13438,27177,40615,223.63925507511746,0.5652957674722687,26,11,1
2328,14239,udp,0,1205,1,25,5,Chrome,0,45339,1307,46646,214.5672289060151,0.5139532320564076,31,34,1
2329,10458,tcp,2,1326,1,65,0,Safari,0,98598,38653,137251,327.3655007693173,0.48750829222041203,38,30,0
2330,19040,udp,9,470,1,27,1,Safari,0,75276,30975,106251,411.14394488998136,0.26655089593262704,1,27,0
2331,14891,udp,9,856,0,68,4,Firefox,0,17758,95021,112779,243.77141173439395,0.070104803,18,13,0
2332,5947,icmp,0,1683,1,32,4,Safari,1,2039,36746,38785,49.80875831145006,0.4621585958717943,16,35,1
2333,15448,icmp,3,1602,1,59,3,Safari,0,64876,22763,87639,162.32874148485658,0.16156607358168917,5,11,0
2334,1629,icmp,3,378,1,29,2,Edge,0,81353,34597,115950,424.43664728995026,0.49349119897584237,25,10,0
2335,18700,udp,1,50,1,32,2,Firefox,0,13351,23143,36494,230.39782288908742,0.9617578751206267,33,6,0
2336,17371,icmp,0,188,1,20,5,Edge,0,80188,66085,146273,373.5930742176936,0.097513347,5,9,0
2337,2451,icmp,9,23,1,17,0,Chrome,0,17584,63265,80849,214.84266408435778,0.6849848924035475,46,26,0
2338,12918,tcp,2,505,1,9,1,Safari,0,45956,92008,137964,454.88002967217034,0.9373552667105776,24,20,0
2339,19950,tcp,8,1518,1,18,5,Firefox,1,39207,51283,90490,458.1380664181183,0.6087736254442159,10,25,1
2340,3086,udp,1,397,0,75,3,Safari,0,13922,34699,48621,298.72118213413484,0.900974662,5,30,0
2341,9703,icmp,2,1571,1,74,4,Chrome,0,10499,74426,84925,264.4288830790582,0.11785053586289629,48,5,1
2342,2516,udp,1,1449,0,99,5,Safari,0,87646,79056,166702,175.79612385011222,0.28568159882178856,0,21,0
2343,6364,tcp,7,795,1,46,0,Chrome,1,35576,39833,75409,42.96082428490584,0.4978571542590394,30,38,0
2344,14763,udp,8,1739,1,89,5,Firefox,1,85247,59963,145210,29.114048744613587,0.19340186160195671,31,29,1
2345,10227,tcp,4,183,0,22,0,Edge,0,41414,51824,93238,413.6656763121421,0.20182201152667278,38,7,0
2346,9633,icmp,0,1588,1,82,4,Edge,0,35698,85637,121335,1.3949090053427982,0.8528513837236993,7,10,1
2347,18379,tcp,2,1163,0,17,4,Safari,0,7353,6183,13536,288.14793033545914,0.6983494876400244,2,37,0
2348,5747,tcp,0,710,1,76,1,Edge,0,87172,52993,140165,164.99792957353822,0.8508014504720391,17,33,0
2349,18412,icmp,8,1820,0,33,5,Chrome,0,92816,61919,154735,338.3114291958609,0.35476957745032944,37,8,1
2350,13470,icmp,6,91,0,88,5,Safari,1,64485,24415,88900,332.55287872976476,0.6921013931348432,11,25,1
2351,15156,icmp,3,382,0,61,4,Safari,0,41607,68950,110557,289.0346924268847,0.9738575627783812,29,24,1
2352,18291,icmp,9,1227,1,95,1,Firefox,0,909,34925,35834,92.52740374738507,0.2827448228545494,0,33,0
2353,7722,icmp,1,1353,0,70,5,Firefox,0,28302,836,29138,478.65598028032935,0.5022146354681437,36,18,1
2354,14291,tcp,2,1139,0,80,3,Edge,0,23751,4272,28023,48.14511148730425,0.21719742203893433,44,26,0
2355,16620,tcp,4,1510,1,17,4,Safari,1,28489,20958,49447,96.67402562066702,0.246639898,1,34,1
2356,16437,icmp,3,1309,0,17,3,Safari,1,62372,91593,153965,233.2046043,0.29034567887943086,3,18,0
2357,5088,icmp,3,705,1,72,3,Firefox,1,35337,40575,75912,161.10447635201447,0.4834578963051839,39,21,1
2358,13560,udp,5,1411,0,16,1,Edge,0,70622,17700,88322,423.0960748130838,0.885150884,23,4,0
2359,18615,udp,4,94,1,9,4,Edge,1,28478,65637,94115,458.67849414224514,0.7805965749746149,11,22,1
2360,1032,udp,8,1960,1,39,2,Firefox,0,61490,43615,105105,401.5045431046168,0.9993034391996387,1,21,0
2361,18229,icmp,7,918,1,89,5,Safari,0,16816,20786,37602,140.1624271582401,0.079676464,30,28,0
2362,8626,tcp,2,1562,1,40,1,Safari,0,70383,56538,126921,142.00346065408357,0.048423671,18,31,0
2363,11295,udp,8,1224,1,45,4,Chrome,0,18768,64849,83617,75.46044995989469,0.4058032836677071,34,29,0
2364,1284,tcp,1,1323,1,26,0,Edge,0,90186,65841,156027,69.38792690030263,0.018569974,36,30,0
2365,15339,udp,9,327,1,56,0,Firefox,0,53293,26341,79634,258.95763082568465,0.7932303860400596,37,32,0
2366,921,tcp,4,1031,0,10,2,Chrome,0,9039,50026,59065,85.88596735061248,0.3792654398611689,8,38,0
2367,4492,tcp,7,276,1,36,1,Edge,1,47993,13480,61473,497.0357216206401,0.7233522876784206,47,15,1
2368,13023,tcp,4,1617,1,28,1,Chrome,0,76136,34935,111071,317.3632261221426,0.13960120108164764,28,24,0
2369,1551,tcp,0,1229,1,87,2,Chrome,0,53677,24194,77871,60.49402921055416,0.8385490715617674,8,2,0
2370,10525,icmp,0,737,1,15,4,Edge,0,37401,6404,43805,479.96663101361503,0.9727569077795498,35,21,1
2371,16701,udp,6,1375,1,77,1,Firefox,0,84844,76318,161162,66.53408118,0.8577118198132041,27,17,0
2372,11172,icmp,6,450,1,60,5,Firefox,0,72304,45766,118070,44.14797487671785,0.082560471,4,26,0
2373,9484,udp,4,1371,1,24,0,Edge,0,82439,53597,136036,388.94046010742244,0.9759703934910813,47,39,0
2374,12172,udp,0,1244,1,86,3,Safari,0,32635,73125,105760,1.1188398448644583,0.5299172570777192,21,8,0
2375,571,icmp,9,339,1,58,3,Chrome,0,30792,88055,118847,433.80632695608733,0.4357916184733309,28,26,0
2376,10188,icmp,0,1566,1,18,4,Firefox,1,7765,85804,93569,436.72506582128545,0.7972121672860364,9,36,1
2377,19714,icmp,2,101,1,84,3,Safari,0,52157,52352,104509,497.54187738303676,0.45242090292081316,12,28,0
2378,9564,udp,1,1693,1,42,5,Firefox,0,4835,56689,61524,132.36972745938778,0.4069464996320359,22,32,0
2379,2983,tcp,3,865,0,25,0,Edge,0,27158,73013,100171,17.62672015235278,0.013095523868225545,32,36,0
2380,16681,tcp,2,1375,1,52,4,Chrome,0,2558,89547,92105,155.5470493355861,0.5037888072870119,47,14,1
2381,17643,udp,3,407,1,27,5,Edge,0,61623,44861,106484,362.5328344588587,0.6889893857402294,44,35,1
2382,18708,udp,0,70,0,42,5,Firefox,0,94739,17529,112268,264.4967351585934,0.4569857309752756,8,28,0
2383,3153,icmp,8,1384,1,41,3,Safari,0,11229,87359,98588,347.9832083,0.8926436067179933,14,20,0
2384,13874,icmp,2,1601,1,15,4,Safari,1,81829,33456,115285,291.2259271476686,0.29143066740716983,46,36,1
2385,7615,udp,0,596,1,47,3,Safari,0,40676,44598,85274,483.7048904,0.6798592269695098,18,24,0
2386,15512,udp,7,1404,1,85,1,Safari,0,2020,16526,18546,394.01068937120345,0.038740742,43,13,0
2387,19010,udp,4,699,1,47,2,Safari,1,32601,31161,63762,380.06811973105994,0.7295598767773394,20,2,1
2388,3965,udp,5,346,0,12,0,Chrome,0,91048,47939,138987,238.77466517705648,0.094195943,2,4,0
2389,19964,udp,0,979,0,31,3,Edge,0,55669,46522,102191,380.58998896241627,0.9935837907670334,37,1,1
2390,11911,udp,1,1421,1,7,3,Edge,1,98234,30908,129142,91.57915086000575,0.8290149570315536,22,37,1
2391,19944,udp,2,847,1,16,1,Firefox,0,49390,33000,82390,317.2726105696975,0.11659636254717254,24,19,0
2392,15921,tcp,8,1588,1,92,3,Firefox,0,70934,74735,145669,119.95509336062833,0.13961969515801798,11,3,0
2393,17441,tcp,4,677,1,84,1,Chrome,0,42175,71004,113179,280.1503279614906,0.7423119236380333,29,19,0
2394,15522,tcp,0,1961,1,67,2,Edge,0,95058,79164,174222,259.84348662092714,0.17330086202461104,0,38,0
2395,18755,tcp,1,79,1,48,0,Edge,0,23631,77778,101409,274.1608204991423,0.8171136106280753,9,1,0
2396,19097,udp,8,595,1,49,0,Chrome,0,41998,80074,122072,306.1493962566162,0.8693399025199269,33,25,0
2397,380,tcp,5,500,1,89,5,Safari,1,21290,88959,110249,5.922378819670602,0.22794904732309085,39,16,1
2398,7553,tcp,5,636,0,61,5,Chrome,0,38181,70807,108988,221.0308489,0.7167231905459689,28,3,1
2399,5754,icmp,6,1474,0,37,2,Edge,1,59788,56221,116009,456.34430419674686,0.49566508312729907,0,33,0
2400,4889,icmp,1,1039,1,71,1,Firefox,1,11980,96226,108206,144.98955624770335,0.8189770013107294,44,17,1
2401,7634,icmp,0,772,1,51,5,Chrome,0,33824,81142,114966,441.29688042839973,0.5379588338033982,41,4,1
2402,4163,udp,8,929,1,60,0,Edge,0,59110,48745,107855,260.36901564700355,0.8558608789672704,30,32,0
2403,13973,icmp,5,1183,1,73,2,Chrome,0,44710,91469,136179,169.79108309083577,0.8585432884560289,19,5,0
2404,15341,tcp,2,927,1,56,3,Firefox,0,92241,65612,157853,387.2838987368174,0.9014600457604338,3,8,0
2405,19447,tcp,1,160,1,97,1,Chrome,1,46193,53805,99998,459.5357673,0.9155335969440407,30,4,1
2406,15194,tcp,6,1400,1,63,4,Chrome,1,73267,92599,165866,110.63346980087006,0.53648537,25,38,1
2407,5226,tcp,8,1054,1,26,1,Safari,1,56378,33718,90096,329.74890569701506,0.6795369876042534,1,21,0
2408,3267,icmp,3,1162,1,62,0,Edge,0,73245,54845,128090,269.1774329270021,0.9082326690080053,6,15,0
2409,11119,icmp,6,1759,0,39,5,Firefox,0,64685,16197,80882,118.99512124161376,0.9910913663563032,40,34,1
2410,7312,icmp,7,1067,1,65,0,Safari,1,94961,56516,151477,452.6216629100898,0.38859414841261264,14,7,0
2411,5862,icmp,1,454,1,74,0,Chrome,0,62720,79990,142710,297.10350960646576,0.035076810612134746,1,16,0
2412,19804,tcp,3,825,1,15,0,Safari,0,75225,78078,153303,258.0298304005174,0.088574036,15,25,0
2413,1001,icmp,4,135,0,86,0,Safari,0,83627,88315,171942,241.66218209094802,0.5955712865934082,8,3,0
2414,12004,icmp,7,1689,0,99,2,Safari,1,49420,24582,74002,218.24274590530055,0.4752312174655493,47,6,1
2415,18583,icmp,4,228,1,74,2,Safari,0,96116,96079,192195,309.4479198496776,0.2901886652978546,14,36,0
2416,15831,udp,9,643,1,75,3,Firefox,0,22944,37805,60749,52.452923992291765,0.3786625632095727,34,27,0
2417,12066,udp,7,1347,1,26,0,Safari,0,92852,42019,134871,145.3755199846992,0.7111122426785347,31,27,0
2418,19916,tcp,7,1500,0,5,4,Safari,0,10271,29310,39581,168.82653671694334,0.8497571754623383,19,17,1
2419,16453,icmp,2,1640,1,43,1,Edge,1,88092,52572,140664,433.64159839043526,0.47645108480189413,22,15,0
2420,9063,udp,0,306,1,96,2,Edge,0,34384,49536,83920,124.19364882276467,0.7216034183410196,19,23,0
2421,18515,udp,3,552,1,15,2,Edge,0,9543,54329,63872,72.41073996956708,0.10415854751978115,5,33,0
2422,1209,icmp,4,1003,1,67,4,Chrome,1,31242,41793,73035,417.8892909817317,0.3921343723578756,49,8,1
2423,702,icmp,1,306,1,2,2,Firefox,0,24091,80791,104882,99.42410416165183,0.5753414502447948,0,33,0
2424,14916,icmp,1,1221,1,33,4,Firefox,1,15834,65561,81395,426.0326441827777,0.6191556133665804,33,7,1
2425,18432,udp,8,1018,1,48,1,Safari,0,52851,91231,144082,34.86045542921677,0.16713154193917212,12,13,0
2426,9528,tcp,8,714,1,9,5,Safari,0,81781,86079,167860,458.22720929527117,0.6534499057358544,10,2,0
2427,11811,tcp,7,321,1,92,0,Chrome,0,72942,711,73653,65.26389231593427,0.14555025244397302,6,10,0
2428,1491,tcp,6,1949,1,31,5,Chrome,0,27280,46633,73913,282.3141732937487,0.39995243811477477,32,13,0
2429,19461,udp,2,927,1,42,4,Chrome,0,78754,53706,132460,99.09817237099064,0.009210089,12,30,0
2430,18527,tcp,6,1347,1,49,4,Safari,0,48956,91907,140863,455.2409827175569,0.6327752645746598,41,35,1
2431,13051,icmp,2,1985,0,43,1,Edge,1,13883,19000,32883,194.15413607713347,0.1744635994256698,48,5,0
2432,16060,tcp,4,501,1,78,0,Safari,0,36028,73489,109517,148.4401983825018,0.42133986348733143,18,27,0
2433,19063,icmp,2,1295,1,67,1,Edge,0,67738,15671,83409,248.33307619798907,0.2967063325333541,3,34,0
2434,14950,tcp,3,583,1,90,5,Firefox,1,34456,96170,130626,342.3595061871215,0.1582871618816757,7,5,1
2435,11391,tcp,4,1407,1,9,0,Firefox,0,69905,9320,79225,480.5061732233922,0.6999875393218691,8,11,0
2436,9454,udp,2,1085,1,56,0,Edge,0,52177,48893,101070,117.7955778687954,0.7434568242665279,29,6,0
2437,6410,tcp,9,198,0,51,4,Safari,1,42417,38904,81321,172.49682739353398,0.88889356,7,2,1
2438,6613,tcp,1,694,1,66,3,Firefox,0,54946,21705,76651,478.7650641,0.2839456247028769,14,28,0
2439,14594,icmp,0,438,0,89,5,Chrome,0,26846,42393,69239,46.55949973248633,0.9918216155312465,41,38,1
2440,15511,udp,0,477,1,44,2,Chrome,0,10581,14844,25425,144.19755713219536,0.14983187503392714,29,38,0
2441,7698,udp,5,1185,1,39,0,Firefox,0,19674,58788,78462,152.63414182765592,0.48715110175138665,36,25,0
2442,5844,tcp,8,72,1,80,3,Firefox,1,45151,78336,123487,264.3732073852909,0.28789825009293624,28,35,1
2443,2489,tcp,4,539,1,54,2,Safari,0,13331,11786,25117,464.37872926709514,0.06423238,47,10,0
2444,7956,udp,1,333,1,33,1,Safari,0,56200,33838,90038,474.6664486119354,0.12507537710698258,16,23,0
2445,17192,icmp,9,1983,1,72,4,Edge,0,25659,36916,62575,151.14386530668114,0.6778924602926945,33,20,1
2446,13138,icmp,3,35,1,18,2,Safari,0,93486,75663,169149,23.918277010306777,0.7136576449019059,11,6,0
2447,3579,icmp,9,293,0,82,1,Chrome,0,76464,60672,137136,438.4871198795273,0.8547203399848555,25,36,0
2448,938,icmp,1,294,0,76,5,Edge,0,56813,12823,69636,425.32976355963723,0.42357442966253955,3,10,1
2449,4144,icmp,2,205,1,85,5,Safari,1,24755,27048,51803,329.97479838728077,0.1508209441453583,7,18,1
2450,9652,udp,8,1002,0,72,1,Chrome,0,94058,44423,138481,49.783267673931675,0.33957561806163516,37,35,0
2451,3507,tcp,2,1563,1,16,5,Edge,0,41006,64921,105927,421.9084079130887,0.5003145802131469,46,4,0
2452,8903,udp,3,1385,1,59,4,Edge,1,96625,93844,190469,146.99800200470506,0.36558709865593864,26,20,1
2453,19690,tcp,3,1148,1,12,5,Firefox,1,5221,88150,93371,302.44257011953954,0.781879402,34,15,1
2454,10321,icmp,5,670,1,4,1,Chrome,1,67224,14798,82022,436.5884264675017,0.19316602515498404,38,5,0
2455,18886,udp,1,1309,1,23,4,Edge,0,69185,39471,108656,24.751283083072703,0.24461753977364353,3,33,0
2456,19944,tcp,8,1047,1,45,0,Chrome,0,73663,24925,98588,37.94541477561109,0.5802711278013163,13,11,0
2457,2777,icmp,8,106,1,86,2,Chrome,1,13862,29495,43357,298.7994448,0.4756452075518457,46,25,1
2458,3799,icmp,0,1566,1,40,4,Firefox,0,67525,20088,87613,210.51170729189658,0.12793734993796935,41,39,0
2459,8432,icmp,5,814,1,28,1,Safari,1,69945,35689,105634,49.40310297653967,0.3958373757084013,26,19,1
2460,19370,tcp,3,1426,1,19,3,Firefox,0,12503,50576,63079,148.13396290854817,0.575850871,43,22,0
2461,19938,tcp,9,1664,1,66,3,Chrome,0,27529,50820,78349,375.3921376729296,0.4517489072037534,13,35,0
2462,12745,tcp,3,173,0,86,3,Firefox,0,94977,54613,149590,126.64576924452949,0.5640270357706381,18,22,0
2463,1252,udp,9,852,0,97,1,Edge,0,58253,83963,142216,484.41481109617786,0.9585459953213279,25,11,0
2464,17835,udp,9,385,1,17,1,Safari,1,90794,44399,135193,65.98463636738965,0.9737144727683188,33,26,1
2465,2700,icmp,2,487,1,51,1,Firefox,0,21211,2181,23392,267.4018990226441,0.535075539,19,34,0
2466,3906,tcp,4,107,1,39,2,Safari,0,29283,96928,126211,464.29109543509776,0.6261540757004583,8,1,0
2467,18822,tcp,4,1383,1,49,5,Edge,0,10478,19814,30292,376.09504954163907,0.93876124,34,19,1
2468,7154,tcp,4,603,1,56,3,Safari,0,37049,14591,51640,165.59126467414808,0.4576160623788036,19,7,0
2469,16069,udp,4,1791,1,99,5,Chrome,0,60580,39102,99682,122.7253990235242,0.6282509722228113,20,33,1
2470,5616,udp,5,388,1,13,0,Edge,1,79335,50512,129847,52.12560646091098,0.17131874492976384,25,10,0
2471,10750,udp,2,1385,0,45,1,Safari,0,87394,16469,103863,435.9451892771175,0.8302151875507559,15,9,0
2472,2639,udp,2,1071,1,41,1,Safari,1,17914,2652,20566,269.6221966022986,0.7219683815063236,15,4,0
2473,4310,icmp,3,1405,0,34,4,Edge,0,56760,53571,110331,257.4432806930697,0.23670089298324648,47,9,0
2474,1747,udp,0,1596,1,2,0,Edge,1,16208,25973,42181,173.5433738872897,0.5599681647703313,10,37,0
2475,14297,udp,6,106,1,63,3,Safari,1,60937,86817,147754,4.714646600916849,0.8566607934753658,32,11,1
2476,7043,udp,6,1634,0,25,0,Firefox,1,5938,9085,15023,322.53991132706176,0.3950326836487784,32,18,0
2477,13037,icmp,7,672,1,61,5,Edge,0,18196,82000,100196,1.2437390970095574,0.30073770713878956,23,26,0
2478,17913,icmp,1,383,0,78,5,Safari,0,46703,48420,95123,254.6103334539856,0.5891697671633312,19,32,1
2479,17778,udp,6,1095,1,13,5,Safari,0,18247,71500,89747,378.44098963587777,0.078035544,0,39,0
2480,3415,udp,6,1501,0,59,1,Safari,0,74247,58895,133142,387.59253131418075,0.2515328512488293,48,26,0
2481,6186,icmp,5,1215,1,14,4,Safari,1,15429,95846,111275,125.67719558649847,0.16985120064870174,41,34,1
2482,9432,icmp,8,1991,0,64,4,Safari,0,36581,37055,73636,142.7604405173734,0.868455301,4,36,0
2483,19234,icmp,1,772,1,66,4,Firefox,0,76739,70353,147092,118.01090017394148,0.8670059233325769,47,39,1
2484,9253,udp,9,1638,1,64,1,Chrome,0,59969,28049,88018,58.166218483020614,0.9673383452099797,14,24,0
2485,14191,tcp,8,1476,1,7,0,Firefox,0,62020,34355,96375,244.99438032771337,0.9086286856465526,24,33,0
2486,3841,tcp,4,564,1,97,2,Edge,1,29072,85931,115003,158.0497461442723,0.22628154156913027,16,27,0
2487,14197,udp,4,1803,0,4,3,Firefox,0,59527,92366,151893,89.71212110584509,0.9835885732594548,39,12,1
2488,13855,tcp,9,654,1,48,2,Chrome,0,8790,8797,17587,467.67469068176763,0.961234933,13,17,0
2489,19985,icmp,2,1218,1,80,5,Chrome,0,62620,81345,143965,284.84183829181757,0.28824569138413725,8,9,0
2490,16040,udp,5,161,0,59,0,Edge,0,17607,3090,20697,397.30250914041693,0.822785173,49,39,0
2491,5692,icmp,4,494,0,61,1,Safari,0,81760,42729,124489,241.27205618498587,0.6996535264998704,16,32,0
2492,10394,icmp,1,1690,1,88,1,Firefox,1,71305,53244,124549,246.29640804480172,0.9986633718255156,36,19,1
2493,11301,tcp,6,1247,0,46,1,Chrome,1,9509,94779,104288,61.776639264143824,0.28768564306286915,31,33,0
2494,12260,tcp,6,704,0,53,2,Edge,0,75538,60879,136417,177.21805661162867,0.029060782695174536,43,37,0
2495,12635,tcp,9,1104,1,72,5,Firefox,0,73094,48171,121265,214.9119874022296,0.21404366956084508,8,6,0
2496,18878,tcp,9,938,1,91,1,Firefox,0,26777,48246,75023,43.69665873590406,0.74273158,13,16,0
2497,6016,icmp,4,1983,1,37,3,Chrome,0,56666,49273,105939,40.29861899832255,0.091053135,46,14,0
2498,15948,tcp,5,1250,0,19,1,Chrome,0,99558,3864,103422,16.573707593360247,0.12292322422569613,11,3,0
2499,16155,tcp,2,554,1,49,1,Firefox,1,28001,30977,58978,253.3296434365463,0.5192755644347864,18,28,0
2500,11063,udp,8,1678,1,1,2,Chrome,0,34246,19468,53714,285.3072659291395,0.5059239864120694,40,38,0
2501,3164,tcp,2,132,1,63,1,Safari,0,35774,43646,79420,426.8329117120253,0.9904241388754993,49,16,1
2502,9532,icmp,9,956,0,9,0,Firefox,1,36821,54528,91349,264.09983890104195,0.5362367928395751,5,8,0
2503,12596,udp,9,269,0,1,3,Chrome,1,48529,30125,78654,90.8177586,0.07260151,0,22,0
2504,967,tcp,5,521,1,47,0,Firefox,0,8801,61377,70178,283.5187951658694,0.18829014768644048,29,32,0
2505,19432,tcp,0,1278,0,44,1,Edge,0,60420,53381,113801,250.06800466098585,0.32292765690722636,35,1,0
2506,4699,tcp,7,1647,0,28,0,Safari,0,71920,40724,112644,278.5446635258052,0.2536600744406726,36,15,0
2507,879,tcp,0,1163,0,42,3,Safari,0,62019,19893,81912,319.05162466305177,0.9463985489079397,16,39,0
2508,15965,udp,6,414,1,25,3,Chrome,0,19888,62504,82392,265.4366836,0.4178129924342434,12,29,0
2509,19964,icmp,2,1190,1,39,3,Safari,0,29533,86375,115908,186.8905682673427,0.3880621133097657,23,29,0
2510,17150,tcp,9,1937,0,51,3,Firefox,0,73028,5070,78098,493.06576675419245,0.4584452788155817,43,20,0
2511,16010,tcp,2,841,1,79,1,Safari,0,67171,63119,130290,148.16187831746223,0.43537074639751794,42,17,0
2512,8906,icmp,2,1516,1,31,3,Firefox,0,98718,29109,127827,64.54884951284741,0.21275979544848134,30,16,0
2513,3648,icmp,8,988,0,5,5,Firefox,0,75681,65308,140989,277.4544772470374,0.9395496629293038,9,22,1
2514,4828,udp,2,267,1,80,1,Edge,0,56979,63190,120169,310.8357039759926,0.5832251811350653,19,15,0
2515,7815,udp,9,1475,1,95,0,Safari,0,35864,2069,37933,324.74845966392127,0.5291747476591333,29,12,0
2516,10285,icmp,0,464,1,62,0,Safari,0,85607,67125,152732,387.46070112470363,0.073048158,4,24,0
2517,15328,tcp,2,1141,1,57,5,Safari,1,8968,87506,96474,354.7352602851284,0.6482521470661764,32,6,1
2518,19371,icmp,9,312,0,15,2,Firefox,1,47840,56323,104163,47.943261814131354,0.9566818077706435,12,5,1
2519,11645,icmp,6,1791,0,77,1,Firefox,0,22275,85256,107531,180.1639628045201,0.3286312087298723,36,35,0
2520,18904,udp,9,1537,1,81,1,Edge,0,64103,74277,138380,239.45608880123683,0.5520686312306078,36,29,0
2521,7321,udp,7,1175,1,68,5,Firefox,0,90387,52683,143070,74.74562480691819,0.8936860799112415,15,21,1
2522,18653,tcp,9,678,1,34,0,Edge,1,46440,80699,127139,110.68320724823545,0.8244982454069624,4,26,0
2523,10906,tcp,4,916,0,78,3,Safari,0,86021,94534,180555,442.02025090229307,0.8010341544035964,13,15,0
2524,13438,udp,3,1764,1,46,4,Edge,0,95939,51651,147590,322.62183970044924,0.5778675004405877,6,27,0
2525,3436,tcp,3,535,1,42,5,Edge,0,65715,26897,92612,280.13181145213684,0.6348319038322617,47,29,1
2526,7857,tcp,6,440,0,54,4,Chrome,1,47813,39731,87544,283.8595990977868,0.37761328034730945,46,6,1
2527,13144,tcp,4,1566,1,13,3,Chrome,0,75510,68470,143980,210.25267449113102,0.7093694109947526,40,7,0
2528,2722,icmp,4,292,1,56,0,Chrome,1,42358,21530,63888,72.17475146929092,0.5272405931447411,33,23,0
2529,15357,tcp,8,723,1,88,5,Safari,1,15593,25005,40598,179.3434599140005,0.431984205,2,6,1
2530,18050,tcp,7,197,1,58,1,Edge,0,24199,99573,123772,101.78593889626795,0.4475772037148452,15,28,0
2531,17196,udp,7,1035,1,3,0,Firefox,0,78769,52293,131062,98.80142074070031,0.8790001679895711,25,9,0
2532,7422,udp,0,1341,1,59,3,Safari,1,56312,14406,70718,270.6239123875372,0.034865534,40,14,1
2533,9030,tcp,7,1345,1,62,3,Safari,0,68268,78743,147011,248.2507442745573,0.10130322767963074,10,5,0
2534,2720,tcp,1,1219,0,22,3,Edge,0,56430,26511,82941,378.5159102831025,0.17842544548607175,11,33,0
2535,4789,udp,2,302,0,8,4,Chrome,0,39337,2557,41894,104.01677794998223,0.9936386917427668,25,23,1
2536,15129,icmp,1,1940,0,84,3,Safari,0,22476,4369,26845,302.62751411080234,0.09578594,20,27,0
2537,12454,udp,2,646,1,74,2,Safari,0,99507,92227,191734,58.43426173,0.4584026507867589,28,37,0
2538,18043,icmp,7,1072,1,79,2,Safari,0,71884,29377,101261,73.1232266,0.8192959244308237,12,39,0
2539,14929,icmp,1,184,1,30,3,Safari,0,77883,62558,140441,494.77681849125076,0.5654500178645749,10,23,0
2540,10008,udp,4,1045,0,2,4,Chrome,1,34028,63171,97199,218.95726351445876,0.8664363979740566,28,1,1
2541,4319,tcp,9,309,0,34,2,Edge,0,40808,95908,136716,335.24426114193164,0.062294349,13,7,0
2542,6031,icmp,7,283,1,19,4,Edge,1,56583,29071,85654,248.3608932,0.2821770679359342,24,5,1
2543,14699,tcp,0,583,1,26,4,Firefox,0,37847,56099,93946,472.83287642186826,0.5031270811826111,33,32,0
2544,3048,tcp,1,362,1,17,1,Safari,1,54460,50131,104591,238.61144005192043,0.7345450170880854,2,28,0
